1	1.0284	5.95	0	0	0.9	0.49	0	0	3
2	1.0354	7.74	0	0	0.56	0.15	0	0	3
3	0.9971	6.64	0	0	0.2	0	0	0	3
4	1.0308	4.71	0	0	0	0	0	0	3
5	1.0191	4.68	0	0	3.53	1.3	0	0	3
6	1.0312	6.99	0	0	1.2	0.41	0	0	3
7	0.9934	6.19	0	0	0	0	0	0	3
8	1.0153	2.4	0	0	0.63	0.14	0	0	2
9	1.0034	2.85	0	0	0.96	0.43	0	0	3
10	1.0205	1.35	0	0	1.53	0.33	0	0	2
11	1.0057	2.46	0	0	0.83	0.21	0	0	3
12	0.9974	5.21	0	0	0	0	0	0	3
13	0.9977	-0.55	0	0	0.58	0.1	0	0	3
14	0.9991	-4.81	0	0	1.6	0.6	0	0	3
15	1.0343	-8.59	0	0	1.267	0.23	0	0	3
16	1.0315	-2.65	0	0	0	0	0	0	3
17	1.0649	-13.1	0	0	5.61	2.2	0	0	3
19	0.982	1.08	0	0	0	0	0	0	3
20	1.001	-2.46	0	0	6.05	1.2	0	0	2
21	0.9752	1.62	0	0	0.77	0.01	0	0	3
22	0.9963	-1.97	0	0	0.81	0.23	0	0	3
23	1.0501	3.94	0	0	0.21	0.07	0	0	3
24	1.0057	6.02	0	0	0	0	0	0	3
25	1.0234	1.44	0	0	0.45	0.12	0	0	3
26	0.9986	-1.73	0	0	0.28	0.09	0	0	3
27	0.975	-4.9	0	0	0.69	0.13	0	0	3
33	1.0244	-12.02	0	0	0.55	0.06	0	0	3
34	1.0414	-7.94	0	0	0	0	0	0	3
35	0.9757	-25.72	0	0	0	0	0	0	3
36	1.0011	-22.59	0	0	0	0	0	0	3
37	1.0201	-11.23	0	0	0.85	0.32	0	0	3
38	1.0202	-12.56	0	0	1.55	0.18	0	0	3
39	1.0535	-5.81	0	0	0	0	0	0	3
40	1.0216	-12.78	0	0	0.46	-0.21	0	0	3
41	1.0292	-10.45	0	0	0.86	0	0	0	3
42	1.0448	-7.44	0	0	0	0	0	0	3
43	1.0006	-16.79	0	0	0.39	0.09	0	0	3
