1	1.09459	-1.49477	0	0	0	0	0	0	3
2	1.08536	-1.01013	0	0	0	0	0	0	3
3	1.07457	-26.2082	0	0	0	0	0	0	3
4	1.07141	-8.51648	0	0	0	0	0	0	3
5	1.06653	-18.9975	0	0	0	0	0	0	3
6	1.02359	-13.8223	0	0	0	0	0	0	3
7	1.05977	-21.4437	0	0	0	0	0	0	3
8	1.02747	-10.3803	0	0	0	0	0	0	3
9	1.0357	-16.8761	0	0	0	0	0	0	3
10	1	-20.6499	4	1.2	0.15899	0.117	0	0	2
11	1.07777	-7.06414	0	0	0	0	0	0	3
12	1.06684	-23.9177	0	0	0	0	0	0	3
13	1.0652	-21.4897	0	0	0	0	0	0	3
14	1.06636	-5.06977	0	0	0	0	0	0	3
15	1.00942	-15.3188	0	0	0	0	0	0	3
16	1	-0.984708	7.2	1.60532	0.71344	1.3	0	0	2
17	1	-0.148407	10.8	2.1282	1.001	1.95	0	0	2
18	1	0	25.2	1.6059	1.989	4.55	0	0	1
19	1.06593	-22.6857	0	0	0	0	0	0	3
20	1.03713	-1.93687	0	0	0	0	0	0	3
21	1.05945	-21.8748	0	0	0	0	0	0	3
22	1.08141	-12.3887	0	0	0	0	0	0	3
23	1.06236	-16.6846	0	0	0	0	0	0	3
24	1.05448	-12.1019	0	0	0	0	0	0	3
25	1.05663	-10.6238	0	0	0	0	0	0	3
26	1.05141	-19.5201	0	0	0	0	0	0	3
27	1.06588	-10.2481	0	0	0	0	0	0	3
28	1.06585	-10.2431	0	0	0	0	0	0	3
29	1	-15.3401	0.7	2.4	0.33774	0.78	0	0	2
30	1	-15.3408	0.7	1.29949	0.33774	0.78	0	0	2
31	1	-10.731	10	0	0.27274	0.65	0	0	2
32	1.02144	-10.7702	0	0	0	0	0	0	3
33	1.06034	-11.0078	0	0	0	0	0	0	3
34	1.04374	-10.3139	0	0	0	0	0	0	3
35	1.04377	-10.322	0	0	0	0	0	0	3
36	1.00362	-14.0199	0	0	0	0	0	0	3
37	1.06175	-17.6536	0	0	0	0	0	0	3
38	1.06176	-17.6525	0	0	0	0	0	0	3
39	1.01543	-9.4424	0	0	0	0	0	0	3
40	1.0154	-9.43207	0	0	0	0	0	0	3
41	1	-8.49799	2	0	0.15587	0.39	0	0	2
42	1	-8.51047	0.7	0	0.15587	0.39	0	0	2
43	1	-6.91304	4.1	0	0.31174	0.78	0	0	2
44	1	-6.92576	4.1	0	0.31174	0.78	0	0	2
45	1	-16.2899	0.422	0.21	2.07792	0.975	0	0	2
46	1.07923	-16.2883	0	0	0	0	0	0	3
47	1.06011	-10.8922	0	0	0	0	0	0	3
48	1.07781	-15.2935	0	0	0	0	0	0	3
49	1.07784	-15.2979	0	0	0	0	0	0	3
50	1.03085	-8.51924	0	0	0	0	0	0	3
51	1.03093	-8.53784	0	0	0	0	0	0	3
52	1.05314	-13.1269	0	0	0	0	0	0	3
53	1.05513	-13.0052	0	0	0	0	0	0	3
54	1.05684	-10.5536	0	0	0	0	0	0	3
55	1.06669	-16.7017	0	0	0	0	0	0	3
56	1.08017	-5.1255	0	0	0	0	0	0	3
57	1.07881	-7.28594	0	0	0.29874	0.14248	0	0	3
58	1.07904	-7.28594	0	0	0.28574	0.07527	0	0	3
59	1.10537	0.466803	0	0	0	0	0	0	3
60	1.10342	-3.85221	0	0	0	0	0	0	3
61	1.10846	2.09383	0	0	0	0	0	0	3
62	1.10844	2.09547	0	0	0	0	0	0	3
63	1	0.8133	6.5	1.0363	0.48581	0.68497	0	0	2
64	1	0.646403	4.5	0.788702	0.45981	0.71916	0	0	2
65	1.1032	-1.02851	0	0	0.17407	0.02626	0	0	3
66	1.10025	-8.63547	0	0	0	0	0	0	3
67	1	-6.55727	7.5	4.13726	0.7852	1.1973	0	0	2
68	1.10017	-6.90234	0	0	0	0	0	0	3
69	1.10699	-0.838206	0	0	0	0	0	0	3
70	1.08487	-4.30232	0	0	0	0	0	0	3
71	1.09891	-1.83715	0	0	0	0	0	0	3
72	1.09891	-1.83715	0	0	0	0	0	0	3
73	1.08784	-3.63314	0	0	0	0	0	0	3
74	1.0849	-4.51329	0	0	0	0	0	0	3
75	1.03193	-1.67232	0	0	0	0	0	0	3
76	1.0319	-1.67829	0	0	0	0	0	0	3
77	1.0987	-2.26735	0	0	0	0	0	0	3
78	1.09663	-4.97132	0	0	0	0	0	0	3
79	1.0988	-1.2768	0	0	0	0	0	0	3
80	1.07946	-7.23451	0	0	0	0	0	0	3
81	1.07947	-7.23416	0	0	0	0	0	0	3
82	1.10391	1.01276	0	0	0	0	0	0	3
83	1	-0.820475	2.25	-0.89	0.20787	0.29861	0	0	2
84	1	-0.82184	2.25	1.67231	0.20527	0.28951	0	0	2
