1	1.00721	-36.857	0	0	3.784	0.985	0	0.1661	3
2	1.03173	-12.028	-0.814	0.0664	0	0	0	0	2
3	1.01784	-21.7942	0	0	1.51	0.488	0	0.0469	3
4	1.02015	-7.22425	0	0	1.7141	0.234	0	0.021	3
5	0.989775	-49.8718	0	0	0.4595	0.14	0	0.1334	3
6	1.03848	-42.2405	7.01	1.8379	0	0	0	0	2
7	0.96914	-36.1812	0	0	0.3103	0.103	0	0.0065	3
8	1.023	-20.7717	4.997	-0.0095	0	0	0	0	2
9	1.03266	-3.65131	0	0	0.143	0.02	0	0.0191	3
10	1.03348	-24.645	0	0	1.34	0.247	0	0.1244	3
11	0.965112	-31.4678	0	0	0	0	0	0	3
12	1.03451	-26.384	0	0	-0.0611	0.02	0	0.0047	3
13	1.01386	-48.749	0	0	-0.2274	-0.0832	0	0.065	3
14	1.14146	-21.5588	0	0	0.135	0.148	0	1.32435	3
15	1.02165	-48.9322	0	0	0.5967	0.267	0	0.1284	3
16	1.03243	6.06326	0	0	0.306	0.043	0	0.0515	3
17	1.01038	6.15406	0	0	0.6768	0.121	0	0.0218	3
18	1.02673	18.1078	4.675	2.0191	0	0	0	0	2
19	1.00511	-38.4608	0	0	0.2533	0.075	0	0.0239	3
20	1.02452	6.67577	0	0	0.014	0.002	0	0.0493	3
21	1.03148	-22.3059	0	0	1.612	0.393	0	0.3071	3
22	1.03164	-18.752	0	0	0	-0	0	0.0085	3
23	1.02476	-25.6287	0	0	0.1962	0.071	0	0.0115	3
24	0.960802	-32.2961	0	0	0.1722	0.057	0	0.0122	3
25	1.02853	12.4046	3.196	1.6404	0	0	0	0	2
26	1.02958	-3.33985	0	0	1.673	0.548	0	1.1054	3
27	1.08543	13.4488	0	0	-0	-0	0	0.1482	3
28	1.00493	-31.8409	0	0	0	0	0	0	3
29	1.0046	-13.5699	0	0	1.529	0.494	0	0.2765	3
30	1.02352	-29.7152	0	0	-0	0	0	0.0056	3
31	0.905716	-35.5091	0	0	0.6968	0.432	0	0.063	3
32	1.00322	-43.0147	0.08	-0.0102	0	0	0	0	2
33	1.02653	-38.5494	0.053	-0.0056	0	0	0	0	2
34	1.02852	-24.5596	0	0	0.1352	0.049	0	0.018	3
35	1.0265	-36.7215	0	0	0.1051	0.035	0	0.0031	3
36	1.04519	-21.2728	0	0	-0	-0	0.0012	0.1534	3
37	0.972198	-29.5088	0	0	0.0921	0.026	0	0.02	3
38	1.02287	25.5587	0	0	0.4275	0.128	0	0.133	3
39	1.00351	-38.298	0.343	0.0477	0	0	0	0	2
40	0.999097	-31.8408	0	0	0.1602	0.0454	0	0.001	3
41	1.00863	-8.82896	0	0	0.279	0.04	0	0.0423	3
42	1.0424	-49.1845	0	0	0.2082	0.079	0	0.2689	3
43	1.02874	-15.9072	0	0	0.126	0.018	0	0.0203	3
44	1.04087	-22.5247	0	0	-0	0	0	0.0727	3
45	1.048	-25.2868	0	0	0.1011	0.037	0	0.0081	3
46	0.958698	-29.3197	0	0	0.1001	0.027	0	0.0114	3
47	0.985859	-27.8247	0	0	0.0631	0	0	0.0067	3
48	1.04548	-26.6091	0	0	0.029	0.009	0	0.006	3
49	1.02032	-36.0884	3.092	0.6233	0	0	0	0	2
50	1.02501	-4.46083	0	0	0.488	0.069	0	0.0871	3
51	1.00666	-48.1201	-1.445	-0.0031	0	0	0	0	2
52	1.01725	0.511391	0	0	1.276	0.318	0	0.2051	3
53	1.05341	-9.369	0	0	0.4865	0.161	0	0.0714	3
54	1.02388	-35.66	0	0	1.105	-0.268	0	0.1637	3
55	0.99682	9.00493	0	0	0	-0	0	0.0123	3
56	1.01061	-16.9197	0	0	1.4	0.797	0	0.065	3
57	1.00653	-9.69377	0	0	0.216	0.03	0	0.0354	3
